standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
DOTACIÓN,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,33,33.3,• Bomba de nutrición enteral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,33,33.4,• Cabina de flujo laminar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA Y ALTA,Modalidad telemedicina: Categoría telexperticia – prestador referencia,11.4.1,34,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,"Modalidades intramural, extramural domiciliaria, telemedicina – prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,35,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,"Modalidades intramural, extramural domiciliaria, telemedicina – prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,35,35.1,• Oxígeno medicinal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,"Modalidades intramural, extramural domiciliaria, telemedicina – prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,35,35.2,"• Dispositivos médicos e insumos, según patología del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,"Modalidades intramural, extramural domiciliaria, telemedicina – prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,35,35.3,"• Medicamentos, de acuerdo con inventario establecido para uso en la atención en casa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,"Modalidades intramural, extramural domiciliaria, telemedicina – prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,36,,"Disponibilidad de kit para recolección de evidencia forense y kit de profilaxis post exposición para VIH, ITS y anticoncepción de emergencia en víctimas de violencia sexual, según lo definido en la Resolución 459 de 2012 o la norma que la modifique, adicione o sustituya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,Modalidad telemedicina: Categoría telexperticia – prestador referencia Categoría telemonitoreo - prestador referencia,11.4.1,37,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,"Modalidades intramural, telemedicina – prestador remisor - categoría telexperticia",11.4.1,38,,Cumple con los criterios definidos para el servicio de hospitalización de baja complejidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidad telemedicina: Categoría telexperticia – prestador referencia,11.4.1,39,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",ALTA,"Modalidades intramural, telemedicina – prestador remisor - categoría telexperticia",11.4.1,40,,"Cumple con los criterios definidos para el servicio de hospitalización de mediana complejidad y adicionalmente, si ofrece trasplante de células progenitoras hematopoyéticas, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",ALTA,"Modalidades intramural, telemedicina – prestador remisor - categoría telexperticia",11.4.1,40,40.1,"• Certificados de calidad del producto, para bancos de células de cordón umbilical y los registros de donantes no relacionados.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",ALTA,"Modalidades intramural, telemedicina – prestador remisor - categoría telexperticia",11.4.1,40,40.3,"• Certificado emitido por la autoridad competente al banco del cual provienen los progenitores hematopoyéticos tales como células de cordón umbilical o sangre periférica de donante no relacionado o autorización para el ingreso al país, cuando provengan de bancos del exterior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",ALTA,"Modalidades intramural, telemedicina – prestador remisor - categoría telexperticia",11.4.1,40,40.3,"• Garantía de las condiciones de almacenamiento para las unidades de sangre de cordón umbilical la cuales deben estar a temperatura menor o igual a menos -120 grados centígrados  y sangre periférica o médula ósea a menos -84 grados centígrados, en el caso de infusión posterior a 48 horas de recolectado. Si el producto va a ser infundido durante las 48 horas de recolectado, se almacena entre 2 y 8 grados centígrados.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",ALTA,Modalidad telemedicina: Categoría telexperticia – prestador referencia,11.4.1,41,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.1,• Criterios de ingreso y egreso al servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.2,"• Manejo de las principales causas de hospitalización, según oferta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.3,• Ronda médica diaria de evolución de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.4,• Solicitud de interconsultas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.5,• Entrega de turno por parte de enfermería y de medicina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.6,• Control de líquidos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.7,• Plan de cuidados de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.8,• Administración de medicamentos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.9,• Sujeción de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.10,• Toma de muestras de laboratorio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.11,• Cateterismo vesical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.12,• Preparación para la toma de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.13,• Ilustrar al paciente en el auto cuidado de la salud y la preservación de la seguridad de su atención.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.14,• Información a usuarios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.15,• Revisión del carro de paro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,42,42.16,"• Actividades de rehabilitación: fisioterapia, terapia ocupacional y terapia del lenguaje, que incluya los tipos de elementos e insumos requeridos para cada tipo de actividad, según se requiera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.1,• Criterios de ingreso y egreso al servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.2,• Referencia y contra referencia que incluye el traslado del paciente cuando este se requiera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.3,• Plan individualizado de atención según morbilidad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.4,"• Permanencia del talento humano en salud en el domicilio del paciente, cuando se oferte el servicio en la modalidad de telemedicina.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.5,"• Manejo del dolor y cuidado paliativo, cuando se requiera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.6,• Atención de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.7,• Revisión de equipos biomédicos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.8,• Alimentación enteral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.9,• Colocación de catéteres.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.10,• Manejo de medicamentos en casa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidad extramural domiciliaria, telemedicina - prestador remisor - categoría telexperticia y categoría telemonitoreo",11.4.1,43,43.11,"• Entrenamiento y capacitación al paciente, familiar o cuidador que incluya manejo de asepsia y antisepsia en el domicilio, manejo de residuos, uso y almacenamiento adecuado de medicamentos y dispositivos médicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,Modalidad telemedicina: Categoría telexperticia – prestador referencia Categoría telemonitoreo – prestador referencia,11.4.1,44,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,45,,Adicional a lo definido en el servicio de hospitalización de baja complejidad cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,45,45.1,• Valoración y seguimiento por nutrición que incluya minuta patrón de alimentos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,45,45.2,• Manejo de nutrición enteral y parenteral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,46,,Si ofrece trasplante de células progenitoras hematopoyéticas adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,46,46.1,"• Obtención, preservación, disposición, trasplante de células progenitoras hematopoyéticas y su seguimiento.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,46,46.2,"• Valoración, estudio pre-trasplante, trasplante y seguimiento pos-trasplante,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,46,46.3,"• Recolección de progenitores hematopoyéticos de origen de médula ósea, realizada en salas   de cirugía, bajo anestesia general, asegurando la adecuada marcación y sellamiento que incluya los datos del donante y los del receptor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,46,46.4,"• Recolección de células progenitoras hematopoyéticas, obtenidas de sangre periférica,  realizada en unidad de trasplante o en el banco de sangre, según la edad del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor - categoría telexperticia",11.4.1,46,46.5,• Calidad del producto celular para el trasplante de células progenitoras hematopoyéticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,Modalidad telemedicina: Categoría telexperticia – prestador referencia,11.4.1,47,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,"BAJA, MEDIANA Y ALTA","Modalidades intramural, extramural domiciliaria y telemedicina - prestador remisor",11.4.1,48,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,"BAJA, MEDIANA Y ALTA","Modalidades intramural, extramural domiciliaria y telemedicina - prestador remisor",11.4.1,49,,"Si ofrece trasplante de células progenitoras hematopoyéticas, adicionalmente cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,"BAJA, MEDIANA Y ALTA","Modalidades intramural, extramural domiciliaria y telemedicina - prestador remisor",11.4.1,49,49.1,• Resumen de la historia clínica del donante donde quede consignado los resultados de las pruebas serológicas e inmunológicas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,"BAJA, MEDIANA Y ALTA","Modalidades intramural, extramural domiciliaria y telemedicina - prestador remisor",11.4.1,49,49.2,• Resultados de las pruebas serológicas e inmunológicas del receptor y demás registros para trazabilidad pos-trasplante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,"BAJA, MEDIANA Y ALTA","Modalidad telemedicina: Categoría telexperticia – prestador referencia
Categoría telemonitoreo – prestador remisor - prestador referencia",11.4.1,50,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad intramural,11.4.1,51,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad intramural,11.4.1,51,51.1,• Servicio de laboratorio cínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad intramural,11.4.1,51,51.2,• Servicio de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad intramural,11.4.1,51,51.3,• Servicio de transporte asistencial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad intramural,11.4.1,51,51.4,• Servicio farmacéutico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad intramural,11.4.1,51,51.5,"• Servicios de apoyo (alimentación, lavandería y vigilancia).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad extramural domiciliaria,11.4.1,52,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad extramural domiciliaria,11.4.1,52,52.1,• Servicio de laboratorio cínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad extramural domiciliaria,11.4.1,52,52.2,• Servicio de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad extramural domiciliaria,11.4.1,52,52.3,• Servicio de transporte asistencial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad extramural domiciliaria,11.4.1,52,52.4,• Servicio farmacéutico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,53,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,53,53.1,• Servicio de laboratorio clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,53,53.2,• Servicio de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,53,53.3,• Servicio farmacéutico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,53,53.4,• Servicio de gestión pre transfusional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,54,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,54,54.1,• Servicio de transporte asistencial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,,11.4.1,54,54.2,"• Servicios de apoyo (alimentación, lavandería y vigilancia).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,,11.4.1,55,,"Adicional a lo requerido para hospitalización de mediana complejidad, cuenta con: Servicio de cirugía.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,,11.4.1,56,,"Si ofrece trasplante de células progenitoras hematopoyéticas, adicionalmente cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,,11.4.1,56,56.1,"• Servicio de cuidado intensivo adulto o pediátrico, según oferta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,,11.4.1,56,56.2,• Servicio de patología.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidad telemedicina: Categoría telexperticia – prestador remisor - prestador referencia Categoría telemonitoreo – prestador remisor - prestador referencia,11.4.1,57,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
