standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,OBSERVACIONES DEL CUMPLIMIENTO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,24,24.2,• Oxígeno medicinal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,24,24.3,• Kit de emergencias obstétricas o código rojo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,25,,"Cuando se oferte la estrategia TPR (trabajo de parto, parto y recuperación en el mismo ambiente), cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,25,25.1,• Catéteres para vena umbilical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,25,25.2,• Oxígeno medicinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,Modalidad de telemedicina – prestador de referencia,11.6.4,26,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.1,• Atención del parto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.2,• Indicaciones y técnica de la episiotomía y episiorrafia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.3,• Manejo de complicaciones intraparto e instrumentación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4,• Atención al recién nacido que incluya:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.1,• Profilaxis ocular y umbilical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.2,• Adaptación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.3,• Reanimación del recién nacido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.4,• Criterios de remisión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.5,• Vacunación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.6,• Pinzamiento oportuno del cordón.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.7,• Tamizaje neonatal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.8,"• Preparación de fórmulas artificiales, priorizando la lactancia materna exclusiva.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.4.9,• Protocolo de manejo del prematuro en programa canguro con base en los lineamientos del Ministerio de Salud y Protección Social.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,27,27.5,• Información sobre métodos de planificación familiar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,28,,Cumple con los criterios definidos en la baja complejidad y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,28,28.1,• Manejo de hemorragia post-parto y post-cesárea y de complicaciones intraparto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,28,28.2,• Criterios clínicos para el ingreso al servicio de cuidados intensivos neonatales y de adultos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidad de telemedicina- prestador de referencia,11.6.4,29,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,30,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con partograma para toda materna en trabajo de parto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA - MEDIANA - ALTA,Modalidad de telemedicina - prestador referencia,11.6.4,31,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.4,32,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.4,32,32.1,• Servicio de laboratorio clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.4,32,32.2,• Servicio de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.4,32,32.3,• Servicio de transporte asistencial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.4,32,32.4,• Servicio farmacéutico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.4,32,32.5,• Servicio de vacunación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.4,32,32.6,"• Servicios de apoyo (alimentación, lavandería y vigilancia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,33,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,33,33.1,• Servicio de cirugía.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,33,33.2,• Servicio de laboratorio clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,33,33.3,• Servicio de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,33,33.4,• Servicio farmacéutico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,33,33.5,• Servicio de gestión pre transfusional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,34,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,34,34.1,• Servicio de vacunación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,34,34.2,• Servicio de transporte asistencial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.4,34,34.3,"• Servicios de apoyo (alimentación, lavandería y vigilancia).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.4,35,,Cumple con los criterios definidos para la atención de parto de mediana complejidad y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.4,35,35.1,• Servicio de cuidado intensivo neonatal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.4,35,35.2,• Servicio de cuidado intensivo adultos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA - MEDIANA - ALTA,Modalidad telemedicina - prestador remisor – prestador de referencia,11.6.4,36,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
