standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,OBSERVACIONES DEL CUMPLIMIENTO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.3,• Bomba de infusión. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.4,• Instrumental necesario de acuerdo con el tipo de procedimientos que se realizan en el servicio. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.5,• Equipo de gases arteriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.6,"• Analizador de gases anestésicos inspirados y expirados, para cirugía cardiovascular, neurocirugía y en cirugías en las que se empleen técnicas anestésicas con flujos bajos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.7,• Estimulador de nervio periférico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.8,• Estilete de intubación con tubo endotraqueal o sistema de iluminación que permita el acceso a la vía aérea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.9,• Monitor de presión invasiva cuando la especialidad lo requiera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.1,• Equipo de intubación retrógrada o sistema que permita el acceso a la vía aérea difícil. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.11,• Sistema de infusión rápida de líquidos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.12,• Sistema de calentamiento de líquidos y sangre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.13,• Disponibilidad de: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.13.1, • Equipo de rayos X portátil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.13.2,• Electrocardiógrafo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20, Sala de recuperación que cuenta con: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.1,"• Camilla con barandas, ruedas y freno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.2,• Carro de paro.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.3,• Bomba de infusión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.4,• Monitor de signos vitales con accesorios adultos o pediátricos que cuenta como mínimo con: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.4.1, • Trazado electrocardiográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.4.2,• Presión no invasiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.4.3,• Saturación de oxígeno.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,20,20.4.4,• Temperatura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,21,," Cuando se realicen procedimientos quirúrgicos que no requieran la dotación anteriormente definida, cuenta con la dotación necesaria y específica para realizar los procedimientos documentados en el estándar de procesos prioritarios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,22,,"Cuando se realicen procedimientos de trasplante de tejidos autólogos que requieran un periodo de almacenamiento temporal, cuenta con equipo que garantice la vitalidad del tejido en condiciones controladas de temperatura y humedad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,Cirugía ambulatoria,11.5.1,23,,"Cuando se realicen procedimientos de cirugía ambulatoria que no requieran la dotación anteriormente definida, cuenta con: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,Cirugía ambulatoria,11.5.1,23,23.1,• La dotación necesaria y específica para realizar los procedimientos documentados en el estándar de procesos prioritarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,Cirugía ambulatoria,11.5.1,23,23.2,"• Carro de paro cuando lo requiera, de acuerdo con la información documentada en el estándar de procesos prioritarios ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,Modalidad telemedicina - prestador de referencia ,11.5.1,24,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,25,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con convenio o contrato escrito vigente con un banco de sangre, certificado por la autoridad competente para el suministro de componentes sanguíneos y la realización de pruebas transfusionales. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana y alta,"Modalidades intramural, telemedicina - prestador remisor",11.5.1,26,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente para trasplante de tejidos, cuenta con",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana y alta,"Modalidades intramural, telemedicina - prestador remisor",11.5.1,26,26.1,"• Certificado vigente de buenas prácticas de bancos de tejidos expedido por la autoridad competente, cuando los tejidos provengan de un banco de tejidos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana y alta,"Modalidades intramural, telemedicina - prestador remisor",11.5.1,26,26.2,"• Autorización para ingreso al país de acuerdo con la normatividad vigente, cuando los tejidos provengan de bancos de tejidos del exterior. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana y alta,"Modalidades intramural, telemedicina - prestador remisor",11.5.1,26,26.3,• Registros de temperatura y preservación cuando se realice almacenamiento temporal de tejidos provenientes de bancos de tejidos según especificaciones del banco que lo provee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana y alta,"Modalidades intramural, telemedicina - prestador remisor",11.5.1,27,,Disponibilidad de: Oxígeno medicinal portátil en caso de traslado de pacientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana y alta,Cirugía ambulatoria,11.5.1,28,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con convenio o contrato escrito vigente con un banco de sangre, certificado por la autoridad competente para el suministro de componentes sanguíneos y la realización de pruebas transfusionales. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana y alta,Modalidad telemedicina - prestador de referencia ,11.5.1,29,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada para",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.1,• Entrega de turno de enfermería y medicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.2,• Plan de cuidados de enfermería ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.3,• Control de líquidos.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.4,• Administración de medicamentos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.5,• Sujeción de pacientes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.6,• Toma de muestras de laboratorio clínico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.7,• Cateterismo vesical ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.8,• Evaluación y registro pre anestésico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.9,• Preparación del paciente para el acto quirúrgico. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.10,• Manejo de complicaciones postquirúrgicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.11,• Condiciones para el transporte del paciente ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.12,• Controles postquirúrgicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.13,• Formulación de sangre y componentes sanguíneos cuando se realice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,30,30.14,• Manejo de transfusiones y sus complicaciones cuando se realice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,31,,Si ofrece trasplante de órganos cuenta con la siguiente información documentada: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,31,31.1,"• Valoración o estudio pre-trasplante, trasplante, seguimiento postrasplante, de acuerdo con el trasplante ofertado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,31,31.2,• Actividades de la gestión operativa de la donación que se llevan a cabo por el equipo de coordinación operativa de trasplantes y la Institución Prestadora de Servicio de Salud generadora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,32,," Si realiza procedimientos de trasplante de tejidos autólogos que impliquen almacenamiento temporal, cuenta con la siguiente información documentada: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,32,32.1,"• Condiciones controladas para garantizar la viabilidad, calidad y seguridad del tejido",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor ",11.5.1,32,32.2,"• Mecanismos para garantizar la trazabilidad mediante la identificación del tejido, el donante, el receptor, el banco de tejido a través de un sistema de etiquetado ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Cirugía ambulatoria,11.5.1,33,,Cumple con los criterios definidos para las complejidades mediana y alta cuando aplique y adicionalmente cuenta con la siguiente información documentada: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Cirugía ambulatoria,11.5.1,34,,Identificación y gestión del riesgo que incluya: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Cirugía ambulatoria,11.5.1,34,34.1,• Identificación del riesgo anestésico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Cirugía ambulatoria,11.5.1,34,34.2,• Valoración de posibles contraindicaciones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Cirugía ambulatoria,11.5.1,34,34.3,"• Definición de criterios de inclusión del paciente para cirugía ambulatoria que contenga entre otros, los aspectos psicosociales, la duración, la extensión, el manejo del dolor, entre otros aspectos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Cirugía ambulatoria,11.5.1,34,34.4,• Entrega de Información al paciente sobre preparación y recomendaciones postoperatorias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Cirugía ambulatoria,11.5.1,34,34.5,• Actividades de seguimiento postquirúrgico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana y alta,Modalidad telemedicina - prestador de referencia ,11.5.1,35,, Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,36,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,37,,Si ofrece trasplante de órganos cuenta con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,37,37.1,• Resumen de la historia clínica del donante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,37,37.2,• Resultados de las pruebas serológicas e inmunológicas consignadas en la historia clínica del paciente trasplantado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,37,37.3,"• Registro de los criterios que se tuvieron en cuenta para la asignación del órgano con respecto a la lista de espera de pacientes activos en el momento del trasplante. En ningún caso se tendrá la identificación personal del donante y no podrá ser divulgada información relacionada con el donante o con el receptor, con excepción de los casos establecidos en la normatividad vigente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,37,37.4,"• En el caso de donante vivo, consentimiento informado expreso, mediante declaración juramentada ante notario público, con un término mínimo de 24 horas, entre la firma del documento y la extracción del órgano del donante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,38,,Si ofrece trasplante de tejidos cuenta con: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,38,38.1,• Registro en la historia clínica del receptor del tejido trasplantado de la información del tejido suministrado por un banco de tejido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,38,38.2,"• Certificado de necesidad terapéutica, expedido por el Instituto Nacional de Salud - INS y autorización expedida por el Invima, para el ingreso de tejidos que provienen de un banco de tejidos del exterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,38,38.3,"• Soporte de entrega del tejido al prestador de servicios de salud por parte del banco de tejidos, que incluye la información de identificación del tejido que garantice su trazabilidad. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,38,38.4,• Registros del receptor del tejido trasplantado para su trazabilidad después del trasplante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil, telemedicina - prestador remisor ",11.5.1,38,38.5,• La historia clínica del receptor trasplantado cuenta con el registro del talento humano en salud que participa en todos los procedimientos. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana y alta,Modalidad telemedicina - prestador de referencia ,11.5.1,39,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,40,,Cuenta con: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,40,40.1,• Servicio de hospitalización. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,40,40.2,• Servicio farmacéutico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,40,40.3,• Servicio de imágenes diagnósticas. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,40,40.4,• Servicio de laboratorio clínico.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,41,,Disponibilidad de: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,41,41.1,• Servicio de patología.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,41,41.2,• Servicio de gestión pre transfusional. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural jornada de salud, y unidad móvil ",11.5.1,41,41.3,• Servicio de transporte asistencial de mediana complejidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,"Modalidades intramural, extramural jornada de salud y unidad móvil ",11.5.1,42,,"Adicional a lo definido para la mediana complejidad, cuenta con: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,"Modalidades intramural, extramural jornada de salud y unidad móvil ",11.5.1,42,42.1,"• Servicio de cuidado Intensivo, según oferta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,"Modalidades intramural, extramural jornada de salud y unidad móvil ",11.5.1,42,42.2,• Servicio de gestión pre transfusional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,"Modalidades intramural, extramural jornada de salud y unidad móvil ",11.5.1,42,42.3,"• Servicio de patología, cuando se oferte cirugía con alcance oncológico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,, Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,43.1,• Servicio de hospitalización. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,43.2,"• Servicio de imágenes diagnósticas, cuando se requiera según lo documentado por el prestador en el estándar de procesos prioritarios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,43.3,• Servicio de gestión pre transfusional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,43.4,• Servicio de transporte asistencial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,43.5,• Servicio de laboratorio clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,43.6,• Servicio de patología.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Cirugía ambulatoria,11.5.1,43,43.7,• Servicio farmacéutico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,,Modalidad telemedicina - prestador remisor – prestador de referencia,11.5.1,44,,No Aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
