standar,complexity,modality,TIPO DE TRANSPORTE,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,OBSERVACIONES DEL CUMPLIMIENTO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,19,,Otras condiciones generales de seguridad del vehículo Cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,19,19.1,"• Extintor para fuegos ABC, con capacidad mínima de carga de 2.26 kilogramos para la ambulancia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,19,19.2,• Chalecos salvavidas para cada uno de los ocupantes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,20,,Área del paciente Cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,20,20.1,• Asientos tanto para los acompañantes como para el motorista auxiliar con su respectivo espaldar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,20,20.2,• Leyenda de “este es un espacio libre de humo de tabaco” u otro similar” y “use chaleco salvavidas”.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,20,20.3,"• Compartimientos livianos, de material resistente, lisos, lavables, sin bordes agudos o filos cortantes, con puertas resistentes, abatibles o deslizantes, con anclajes seguros para evitar su apertura.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,20,20.4,"• Los gabinetes llevan el nombre correspondiente y colores de identificación para guardar los elementos, de acuerdo con su especialidad, así: azul: sistema respiratorio; rojo: sistema circulatorio; amarillo: pediátrico; verde: quirúrgico y accesorios.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,20,20.5,• El paciente está ubicado de tal manera que los gases de los motores no le afecten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,21,,Luces y otros elementos del vehículo Cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,21,21.1,• Iluminación interior para toda el área de manejo del paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,21,21.2,• Brújula y luces de navegación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,21,21.3,"• Dispositivo de señalización óptica (barra de luces) que puede ser de tipo rotatorio, intermitente o estroboscópico, de fácil observación con la luz del día, ubicado sobre el techo-cubierta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,21,21.4,• Compartimiento aislado para los cilindros de oxígeno medicinal con manómetros visibles y regulables desde el interior del compartimiento del paciente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,22,,Sistema de comunicaciones Cumple con los criterios definidos en materia de comunicaciones para ambulancia terrestre y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,22,22.1,• Sistema de perifoneo externo como mecanismo de alerta o de información.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias marítimas y fluviales,11.6.2,22,22.2,"• Sistema de georreferenciación y comunicación que permita el monitoreo y contacto con la secretaría de salud departamental o distrital, o la entidad que tenga a cargo dichas competencias. a través del CRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,23,,"Las ambulancias terrestres, fluviales, marítimas y aéreas, además de los requisitos exigidos por el sector salud, deben cumplir con los que para este tipo de servicios determinen las autoridades de tránsito terrestre, fluvial, marítimo y aéreo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,,"Carrocería del vehículo:
Adicional a lo definido para la complejidad baja, la carrocería del vehículo cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1,• Sistema eléctrico que cuenta con las siguientes especificaciones:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1.1,"• Sistema generador de energía eléctrica a partir del motor, tipo alternador, con potencia suficiente o varios de ellos, para lograr que todos los equipos biomédicos funcionen de manera simultánea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1.2,• Mínimo dos baterías con una capacidad mínima total de 150 amperios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1.3,• Mínimo dos tomacorrientes tipo “encendedor de cigarrillo” identificados en el compartimiento del paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1.4,"• Convertidor de 12 voltios corriente continua a 120 voltios +/-15% de corriente alterna, con mínimo dos tomacorrientes identificados en el compartimiento del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1.5,• Un tomacorriente en el exterior de la carrocería debidamente protegido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1.6,"• Cable conductor con polo a tierra y recubierto con caucho de mínimo 30 metros de longitud, con los extremos adaptados para alimentación eléctrica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias terrestres,11.6.2,24,24.1.7,"• En los costados y en la parte posterior de la ambulancia, debe llevar el nombre o logotipo de la entidad a la cual pertenece, la sigla TAM y el nombre del municipio sede del prestador de servicios de salud.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,25,,"Adicional a lo definido para la complejidad baja, la sede donde se manejen todos los procesos administrativos para el servicio cuenta con certificado de operaciones como empresa de trabajos aéreos especiales en la modalidad de ambulancia aérea expedido por la Unidad Administrativa Especial de la Aeronáutica Civil – UAEAC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,26,,La aeronave cuenta con los siguientes documentos vigentes emitidos por la UAEAC:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,26,26.1,• Certificado de aeronavegabilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,26,26.2,• Certificado de matrícula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,26,26.3,• Forma RAC 337 con la cual se autoriza la alteración de la aeronave como ambulancia aérea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,,La aeronave cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.1,"• Puerta de acceso que permita maniobrar el ingreso y salida de la camilla, sin necesidad de flexionar al paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.2,• Cabina del paciente que permite maniobras de reanimación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.3,• Sillas para los tripulantes y los acompañantes que cuentan con cinturones de seguridad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.4,• Iluminación interior para toda el área de manejo del paciente aún con los motores apagados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.5,• Leyenda de “este es un espacio libre de humo de tabaco” u otro similar” y “use el cinturón de seguridad” en el compartimiento del paciente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.6,• Señalización de la salida o salidas de emergencia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.7,"• Sistema de oxígeno medicinal, diferente al del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.8,• El sistema de oxígeno medicinal está asegurado con arnés a la estructura de la aeronave o está en el interior de la camilla; con sistema de conexión rápida y con manómetro visible y regulable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,27,27.9,• Las paredes y materiales del interior de la aeronave son lavables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,28,,Sistema electrico: La aeronave cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,28,28.1,• Fuente propia de energía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,28,28.2,• Inversor o sistemas de alimentación de los equipos para su funcionamiento regular durante el traslado del paciente y para facilitar el uso permanente de los equipos a bordo manteniendo siempre la disponibilidad de sus baterías.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,28,28.3,• Lámpara que permita su utilización a distancia de la aeronave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,29,,Sistema de comunicaciones Para ambulancias aéreas:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,29,29.1,"• Sistema de telecomunicaciones de doble vía que le permita establecer contacto con su central, base o torre de control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Condiciones generales para cualquier tipo de aeronave,11.6.2,29,29.2,• La base principal y las bases auxiliares cuenta con sistema de comunicación que permita el contacto con la entidad territorial de salud a través del CRUE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA Y MEDIANA,Modalidad de telemedicina - prestador de referencia,,11.6.2,30,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,,"Cumplen con los criterios definidos para todos los servicios y adicionalmente, cuentan con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.1,"• Desfibrilador externo automático, incluyendo electrodos adhesivos para adultos y pediátricos, con fecha de vencimiento vigente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.2,• Fonendoscopio adulto y pediátrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.3,• Tensiómetro adulto y pediátrico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.4,• Equipo eléctrico de aspiración de urgencia con todos sus accesorios (manguera de succión y sondas de aspiración de varios tamaños).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.5,• Aspirador nasal manual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.6,• Glucómetro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.7,• Torniquetes para el control de hemorragias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.8,• Camilla principal con sistema de anclaje y cinturones de seguridad o correas para asegurar el paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.9,• Camilla secundaria para inmovilización espinal y correas para asegurar el paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.10,• Tabla espinal corta o chaleco de extracción vehicular.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.11,• Atril portasuero de dos ganchos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.12,"• Silla de ruedas portátil, liviana y plegable, con una capacidad de carga de mínimo 120 kg. Deberá tener mínimo dos cinturones de sujeción para el paciente y para su transporte al interior de la ambulancia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.13,• Pinzas de Magill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.14,• Tijeras de material o cortatodo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.15,• Riñonera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.16,• Pato para mujeres.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.17,• Pato para hombres.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.18,• Lámpara de mano (linterna) con baterías de repuesto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.19,• Manta térmica aluminizada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.20,• Oxígeno medicinal con capacidad total de almacenamiento de mínimo tres (3) metros cúbicos permanentes disponibles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.21,• Oxígeno medicinal portátil de mínimo 0.5 metros cúbicos para permitir el desplazamiento de las camillas manteniendo el suministro de oxígeno medicinal al paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.22,"• Conjunto para inmovilización que cuenta con inmovilizadores cervicales graduables, adulto (2) y pediátrico (2), inmovilizadores laterales de cabeza, inmovilizadores para extremidades superiores e inferiores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.23,• Resucitador pulmonar manual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.24,• Los equipos biomédicos deben contar con sistema de fijación específico al vehículo sin detrimento de su operación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25,• Monitor de signos vitales con accesorios adultos y pediátricos que cuenta como mínimo con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25.1,• Trazado electrocardiográfico si no está incorporado en el desfibrilador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25.2,• Presión no invasiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25.3,• Saturación de oxígeno que puede estar integrado en el monitor o externo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,,Cumple con los criterios definidos para la baja complejidad y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.1,"• Desfibrilador bifásico con capacidad de realizar cardioversión sincrónica y marcapasos transcutáneo, baterías mínimas para 4 horas con paletas (adulto y pediátrico). No requiere el desfibrilador definido en baja complejidad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2,"• Ventilador para traslado, de acuerdo con la edad del paciente (adulto y pediátrico) que cuenta con las siguientes especificaciones:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.1,• Dos modos de volumen y modos de presión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.2,• Batería mínimo para 4 horas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.3,• Fracción inspirada de oxígeno -fio2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.4,• Indicación de volumen corriente y minuto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.5,• Indicación de presión máxima y plateu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.6,"• Presión positiva al final de la espiración - PEEP, frecuencia respiratoria máxima de la máquina y del paciente (respiración espontánea)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.7,"• Alarmas auditivas y visuales de presión, volumen, apnea, presión de aire, oxígeno medicinal y batería baja.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.8,"• Sistema de conexión rápida al oxígeno medicinal y al aire medicinal, la conexión al aire medicinal podrá ser reemplazado por turbina integrada al equipo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.9,"• Modos de control, asistido/control y presión positiva continua en la vía aérea - CPAP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.3,"• Equipo de órganos de los sentidos, con baterías de repuesto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.4,"• Dos bombas de infusión o una con dos canales, con batería mínimo para 4 horas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.5,• Medidor de pico flujo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.6,"• Laringoscopio con hojas rectas y curvas neonatales, pediátricas y adulto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,33,,"Para traslado neonatal, cumple con lo anterior y adicionalmente cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,33,33.1,• Incubadora pediátrica portátil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
