standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,OBSERVACIONES DEL CUMPLIMIENTO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
DOTACIÓN,BAJA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,28,28.4.3,• Saturación de oxígeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,28,28.4.4,• Temperatura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,28,28.5,• Marcapasos externo no invasivo con batería. Puede estar incluido en el desfibrilador.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,28,28.6,• Lámpara o fuente de iluminación móvil o fija.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,28,28.7,• Carro de paro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,29,,"Cuando la sala de observación o el ambiente de transición del servicio de urgencias se preste en más de un piso o nivel en la misma edificación, cuenta con la dotación definida para estos ambientes en los numerales 25 y 26 del servicio de urgencias de baja complejidad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,30,,"La sala de reanimación adicional a la ubicada en el piso o nivel de acceso directo desde el exterior de la edificación, cuenta con la dotación definida para este ambiente en el numeral 27 del servicio de urgencias de baja complejidad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidad telemedicina - prestador de referencia,11.6.1,31,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA Y ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,32,,"Cumple con los criterios definidos en baja complejidad y adicionalmente, cuenta con equipo de punción lumbar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA Y ALTA,Modalidad telemedicina - prestador de referencia,11.6.1,33,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,34,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,34,34.1,"• Kit para recolección de evidencia forense y kit de profilaxis post exposición para VIH, ITS y anticoncepción de emergencia en víctimas de violencia sexual, según lo definido en la resolución 459 de 2012 o la norma que la modifique, adicione o sustituya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,34,34.2,• Oxígeno medicinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,Modalidad telemedicina - prestador de referencia,11.6.1,35,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,,Cumple con los criterios definidos en todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.1,• Ronda médica de evolución diaria de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.2,• Solicitud de interconsultas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.3,• Entrega de turno por parte de enfermería y de medicina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.4,• Control de líquidos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.5,• Plan de cuidados de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.6,• Administración de medicamentos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.7,• Sujeción de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.8,• Toma de muestras de laboratorio clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.9,• Cateterismo vesical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.10,• Preparación para la toma de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.11,• Información a familiares o responsables sobre el estado de salud del paciente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.12,"• Atención médica inicial y definición de conducta, de las principales patologías que el servicio atiende.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.13,• Selección y clasificación de pacientes - TRIAGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.14,"• Planeación para la prestación del servicio cuando aumente la demanda, que incluya la definición de estrategias para la descongestión y la mejora en los tiempos de respuesta al usuario.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.15,• Criterios clínicos para la ubicación y atención de pacientes en el ambiente de transición.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.16,"• Criterios clínicos para referir y recibir a un usuario a servicios de consulta externa, hospitalización u otros servicios de cualquier complejidad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.17,• Identificación de pacientes que por su condición clínica pueden ser tratados en su domicilio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.18,• Identificación de pacientes que por su condición clínica pueden ser derivados a servicios de consulta externa que cuenten con la estrategia de consulta prioritaria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.19,• Manejo de urgencias que incluya:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.19.1,"• Intoxicación aguda y síndrome de abstinencia a sustancias psicoactivas, según oferta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.19.2,"• Agitación psicomotora, conducta suicida y agresión a  terceros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.19.3,• Agudización de síntomas psiquiátricos e intervención en crisis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.20,• Plan Hospitalario para emergencias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.21,"• Información al paciente sobre recomendaciones al egreso, criterios de reingreso, controles y posibles complicaciones.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.22,"• Declaración de muerte encefálica, acorde con la complejidad del servicio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.23,• Atención en salud a víctimas de violencia sexual según normatividad vigente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.24,• Aislamiento de pacientes que por su condición clínica lo requieran.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.25,• Documento que orienta la atención en salud de pacientes con problemas y trastornos en salud mental o consumo de sustancias psicoactivas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.26,"• Si ofrece la estrategia de sala de rehidratación oral o la estrategia de sala ERA, cuenta con información documentada sobre el manejo de pacientes que requieran rehidratación oral y/o pacientes con enfermedad respiratoria alta y baja, que incluye:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.26.1,• Criterios documentados sobre las condiciones de los pacientes que pueden ser manejados en el servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.26.2,• Seguimiento del estado clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.26.3,"• Criterios de tiempos máximos de manejo de pacientes con rehidratación oral y de pacientes con enfermedad respiratoria alta y baja, así como de su remisión al servicio de hospitalización.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,36,36.26.4,"• Información al paciente sobre recomendaciones al egreso, criterios que impliquen reingreso al servicio, controles y posibles complicaciones.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina - prestador remisor,11.6.1,37,,"Cuando la sala de observación o el ambiente de transición del servicio de urgencias se preste en más de un piso o nivel en la misma edificación, cuenta con documento que indique el traslado de pacientes entre los diferentes pisos o niveles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA - MEDIANA - ALTA,Modalidad telemedicina - prestador de referencia,11.6.1,38,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA - MEDIANA - ALTA,Modalidades intramural y telemedicina: prestador remisor - prestador referencia,11.6.1,39,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,40,,Cumple con los criterios definidos en todos los servicios y adicionalmente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,41,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,41,41.1,"• Servicio de imágenes diagnósticas, a excepción de las zonas especiales de dispersión geográfica, donde no se exigirá.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,41,41.2,• Servicio de laboratorio clínico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,41,41.3,• Servicio de hospitalización,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,41,41.4,• Servicio farmacéutico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,41,41.5,• Servicio de transporte asistencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidades intramural,11.6.1,41,41.6,"• Servicios de apoyo (alimentación, lavandería, vigilancia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA,Modalidad telemedicina- prestador remisor - prestador referencia,11.6.1,42,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,43,,"Cumple con los criterios definidos en todos los servicios y adicionalmente, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,43,43.1,• Servicio de imágenes diagnósticas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,43,43.2,• Servicio de laboratorio clínico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,43,43.3,• Servicio de hospitalización,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,43,43.4,• Servicio de cirugía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,43,43.5,• Servicio farmacéutico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,44,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,44,44.1,• Servicio de transporte asistencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidades intramural,11.6.1,44,44.2,"• Servicios de apoyo (alimentación, lavandería, vigilancia).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad telemedicina- prestador remisor -prestador referencia,11.6.1,45,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,,"Cumple con los criterios definidos en todos los servicios y adicionalmente, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,46.1,• Servicio de hospitalización,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,46.2,• Servicio de cirugía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,46.3,"• Servicio de cuidado intensivo adulto o pediátrico o neonatal, según oferta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,46.4,• Servicio farmacéutico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,46.5,• Servicio de imágenes diagnósticas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,46.6,• Servicio de laboratorio clínico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,46,46.7,• Servicio de gestión pre transfusional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,47,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,47,47.1,• Servicio de transporte asistencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidades intramural,11.6.1,47,47.2,"• Servicios de apoyo (alimentación, lavandería, vigilancia).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,ALTA,Modalidad telemedicina- prestador remisor- prestador referencia,11.6.1,48,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
